iter	Logloss
1513	0.581234493
1514	0.5812300972
1515	0.5812280443
1516	0.5812236928
1517	0.581217651
1518	0.5812098061
1519	0.5812081972
1520	0.5812008635
1521	0.5811987961
1522	0.581197539
1523	0.5811909178
1524	0.5811877331
1525	0.5811839982
1526	0.5811776684
1527	0.5811761891
1528	0.5811715141
1529	0.5811685466
1530	0.58116404
1531	0.5811550934
1532	0.5811508646
1533	0.5811456344
1534	0.5811408388
1535	0.5811374223
1536	0.5811340088
1537	0.5811307303
1538	0.5811279978
1539	0.5811229866
1540	0.5811202384
1541	0.5811139032
1542	0.5811082908
1543	0.5811045741
1544	0.5810941139
1545	0.5810884138
1546	0.5810862256
1547	0.581077511
1548	0.5810750143
1549	0.5810710253
1550	0.5810666684
1551	0.5810629044
1552	0.5810506544
1553	0.5810446778
1554	0.581039928
1555	0.5810373681
1556	0.5810326213
1557	0.5810284059
1558	0.5810231752
1559	0.5810144207
1560	0.5810104455
1561	0.5810044097
1562	0.5809997352
1563	0.580994977
1564	0.5809884194
1565	0.5809858816
1566	0.5809821838
1567	0.580979462
1568	0.5809755567
1569	0.5809656475
1570	0.5809592091
1571	0.5809548966
1572	0.5809503462
1573	0.5809454447
1574	0.5809385636
1575	0.5809354552
1576	0.580933318
1577	0.580925464
1578	0.5809221567
1579	0.5809213229
1580	0.5809161925
1581	0.5809129039
1582	0.5809075226
1583	0.5809030184
1584	0.5809012833
1585	0.5808968704
1586	0.5808938766
1587	0.5808911331
1588	0.5808858043
1589	0.5808830209
1590	0.5808764424
1591	0.5808719571
1592	0.5808683527
1593	0.5808631567
1594	0.5808577349
1595	0.5808540578
1596	0.5808479973
1597	0.5808440482
1598	0.5808374115
1599	0.5808351593
1600	0.5808308851
1601	0.5808178612
1602	0.5808140506
1603	0.5808099398
1604	0.5808044016
1605	0.5807995668
1606	0.5807954553
1607	0.5807909747
1608	0.5807874235
1609	0.580782331
1610	0.5807804584
1611	0.5807751709
1612	0.5807657998
1613	0.5807604783
1614	0.580755208
1615	0.5807527046
1616	0.5807492795
1617	0.58074488
1618	0.5807409463
1619	0.5807369312
1620	0.5807319755
1621	0.5807197502
1622	0.580710536
1623	0.58070247
1624	0.5806973637
1625	0.5806933148
1626	0.5806891828
1627	0.5806845041
1628	0.5806755006
1629	0.5806655553
1630	0.5806640928
1631	0.5806607289
1632	0.5806545627
1633	0.5806488061
1634	0.5806442073
1635	0.5806381764
1636	0.5806348832
1637	0.5806297384
1638	0.58062561
1639	0.5806212786
1640	0.5806197798
1641	0.580616368
1642	0.580612773
1643	0.5806083587
1644	0.5806066082
1645	0.5805996886
1646	0.580594496
1647	0.5805900545
1648	0.5805856084
1649	0.580582456
1650	0.580579167
1651	0.5805749708
1652	0.5805702342
1653	0.5805665558
1654	0.580563883
1655	0.5805526796
1656	0.5805494386
1657	0.5805460027
1658	0.5805391985
1659	0.5805351907
1660	0.5805299832
1661	0.5805260102
1662	0.5805226983
1663	0.5805194841
1664	0.5805116272
1665	0.580504413
1666	0.5804992278
1667	0.5804934166
1668	0.5804889616
1669	0.5804853969
1670	0.5804809718
1671	0.5804772912
1672	0.580473496
1673	0.5804694746
1674	0.5804672558
1675	0.5804590598
1676	0.5804559048
1677	0.580451937
1678	0.5804447299
1679	0.5804390034
1680	0.5804350819
1681	0.5804311087
1682	0.5804289122
1683	0.5804251286
1684	0.5804206227
1685	0.5804137871
1686	0.5804085494
1687	0.580403428
1688	0.5803993609
1689	0.5803969851
1690	0.5803939864
1691	0.580385058
1692	0.5803809718
1693	0.5803759922
1694	0.5803688772
1695	0.5803642276
1696	0.5803569543
1697	0.5803521153
1698	0.5803480986
1699	0.5803444348
1700	0.5803405364
1701	0.5803367282
1702	0.58033021
1703	0.5803269363
1704	0.5803219076
1705	0.5803181715
1706	0.5803143658
1707	0.580309253
1708	0.5803046762
1709	0.5803007657
1710	0.5802966593
1711	0.5802927383
1712	0.5802906502
1713	0.5802895841
1714	0.5802852221
1715	0.5802803515
1716	0.5802710418
1717	0.58026575
1718	0.5802619658
1719	0.5802558697
1720	0.5802516674
1721	0.580248535
1722	0.5802414685
1723	0.5802370586
1724	0.5802332159
1725	0.5802284355
1726	0.5802244906
1727	0.5802191407
1728	0.5802152572
1729	0.5802119528
1730	0.5802069695
1731	0.5802033306
1732	0.580198022
1733	0.5801934358
1734	0.5801900695
1735	0.5801888335
1736	0.5801831767
1737	0.5801794885
1738	0.5801748313
1739	0.5801722312
1740	0.5801688496
1741	0.5801635448
1742	0.5801590675
1743	0.5801534452
1744	0.580150345
1745	0.5801453037
1746	0.5801404793
1747	0.58013636
1748	0.5801328251
1749	0.5801279
1750	0.5801170078
1751	0.5801140998
1752	0.5801106508
1753	0.5801050614
1754	0.5801005836
1755	0.5800966021
1756	0.5800880078
1757	0.580084407
1758	0.580082639
1759	0.5800796252
1760	0.5800757524
1761	0.5800738343
1762	0.5800698356
1763	0.5800645734
1764	0.5800599894
1765	0.5800566582
1766	0.5800549052
1767	0.5800510633
1768	0.5800478637
1769	0.5800416854
1770	0.5800380674
1771	0.5800326371
1772	0.5800308258
1773	0.5800280221
1774	0.5800208319
1775	0.5800183867
1776	0.5800114039
1777	0.5800080987
1778	0.5800053036
1779	0.5800023695
1780	0.5799980099
1781	0.5799936123
1782	0.5799894696
1783	0.5799852994
1784	0.5799816977
1785	0.579976529
1786	0.5799762439
1787	0.5799683242
1788	0.5799649577
1789	0.5799571082
1790	0.5799519596
1791	0.5799470258
1792	0.5799433544
1793	0.5799403369
1794	0.5799371561
1795	0.5799320109
1796	0.579927434
1797	0.5799176173
1798	0.5799130424
1799	0.5799097685
1800	0.579905041
1801	0.5799037289
1802	0.5799007576
1803	0.5798969092
1804	0.5798925414
1805	0.5798904353
1806	0.5798871324
1807	0.5798830842
1808	0.5798805226
1809	0.5798771757
1810	0.5798723902
1811	0.5798683597
1812	0.5798647323
1813	0.5798602136
1814	0.5798554359
1815	0.5798511645
1816	0.5798429119
1817	0.5798388413
1818	0.5798348382
1819	0.5798301338
1820	0.5798246678
1821	0.5798203603
1822	0.5798168229
1823	0.5798131275
1824	0.5798083395
1825	0.5798044012
1826	0.5798004701
1827	0.5797968665
1828	0.5797944013
1829	0.5797883481
1830	0.5797837648
1831	0.5797790332
1832	0.5797757364
1833	0.5797730148
1834	0.5797678285
1835	0.5797588773
1836	0.5797543211
1837	0.5797506248
1838	0.5797444696
1839	0.5797409275
1840	0.5797372787
1841	0.5797312748
1842	0.5797276223
1843	0.5797243772
1844	0.5797203213
1845	0.5797163099
1846	0.5797123063
1847	0.5797091422
1848	0.5797050928
1849	0.5797015647
1850	0.5796981943
1851	0.5796979792
1852	0.5796969405
1853	0.5796933123
1854	0.5796904227
1855	0.5796877314
1856	0.5796874846
1857	0.5796825824
1858	0.5796762283
1859	0.5796732146
1860	0.5796698923
1861	0.5796653221
1862	0.5796617722
1863	0.5796573592
1864	0.5796539493
1865	0.5796500359
1866	0.5796452208
1867	0.579642889
1868	0.5796384695
1869	0.5796328988
1870	0.5796276556
1871	0.5796230739
1872	0.5796212906
1873	0.5796156192
1874	0.5796125603
1875	0.5796066503
1876	0.5796023363
1877	0.5795998277
1878	0.5795946175
1879	0.5795920814
1880	0.5795887375
1881	0.5795850289
1882	0.5795817267
1883	0.5795794902
1884	0.5795732967
1885	0.579570067
1886	0.5795662099
1887	0.5795622392
1888	0.5795595298
1889	0.5795528113
1890	0.5795496118
1891	0.5795460968
1892	0.5795421
1893	0.5795370655
1894	0.5795331056
1895	0.5795298014
1896	0.5795255685
1897	0.5795239435
1898	0.5795194763
1899	0.5795147052
1900	0.5795130589
1901	0.5795090076
1902	0.5795043812
1903	0.5794998455
1904	0.5794981053
1905	0.5794927838
1906	0.5794882854
1907	0.5794828421
1908	0.579478576
1909	0.5794751898
1910	0.5794704829
1911	0.5794671374
1912	0.5794629404
1913	0.5794600968
1914	0.5794558126
1915	0.579453541
1916	0.5794514294
1917	0.5794494886
1918	0.5794452456
1919	0.5794424262
1920	0.5794381899
1921	0.5794361769
1922	0.5794314995
1923	0.5794274109
1924	0.5794252338
1925	0.5794197661
1926	0.5794164411
1927	0.579412049
1928	0.5794076444
1929	0.5794017548
1930	0.5793975595
1931	0.5793957291
1932	0.5793939582
1933	0.5793902212
1934	0.5793866223
1935	0.5793845861
1936	0.5793796864
1937	0.5793770652
1938	0.5793770337
1939	0.5793732631
1940	0.5793702695
1941	0.5793624054
1942	0.5793583955
1943	0.5793549225
1944	0.5793507166
1945	0.5793463317
1946	0.5793440376
1947	0.5793397833
1948	0.5793328344
1949	0.5793300423
1950	0.5793239453
1951	0.5793189867
1952	0.5793147529
1953	0.5793091492
1954	0.5793057746
1955	0.5793008016
1956	0.5792966846
1957	0.5792910943
1958	0.5792908706
1959	0.579286197
1960	0.5792816124
1961	0.5792771287
1962	0.5792734027
1963	0.5792695771
1964	0.5792646286
1965	0.5792598816
1966	0.5792559558
1967	0.5792521816
1968	0.5792472816
1969	0.5792423451
1970	0.5792419693
1971	0.5792378922
1972	0.5792347749
1973	0.5792309808
1974	0.5792282536
1975	0.5792244138
1976	0.5792212029
1977	0.5792178825
1978	0.5792105138
1979	0.579208513
1980	0.5792014437
1981	0.5791992741
1982	0.5791944753
1983	0.5791913383
1984	0.5791867834
1985	0.5791853272
1986	0.5791817922
1987	0.5791793011
1988	0.5791753684
1989	0.5791731645
1990	0.5791679766
1991	0.579162928
1992	0.5791594062
1993	0.5791581328
1994	0.5791549421
1995	0.5791512192
1996	0.5791464998
1997	0.5791424147
1998	0.579137791
1999	0.5791349604
